calling phone;receiving phone;date;price
91;96;2020-03-04;19
62;17;2020-09-21;13
95;61;2020-09-07;13
84;73;2020-10-01;14
47;48;2020-03-17;10
19;78;2020-06-02;7
65;72;2020-11-18;15
17;96;2020-07-16;18
45;83;2020-02-06;1
42;96;2020-08-18;19
83;47;2020-05-07;17
98;97;2020-01-30;18
81;26;2020-08-25;12
47;58;2020-08-02;2
39;10;2021-01-11;7
94;15;2020-04-22;3
54;42;2020-04-13;14
44;77;2020-02-06;7
93;73;2020-07-31;17
96;19;2020-12-02;14
76;42;2020-03-14;11
52;46;2020-12-13;6
31;58;2020-09-09;13
52;91;2020-10-24;12
84;83;2020-01-04;0
52;83;2020-02-20;17
34;17;2020-08-12;12
90;20;2020-03-09;10
87;23;2020-02-03;19
91;64;2020-03-27;5
63;75;2020-04-06;7
55;13;2020-09-24;3
36;17;2020-03-29;18
50;51;2020-11-06;0
73;56;2020-11-29;6
30;97;2020-05-29;3
53;79;2020-07-01;12
20;72;2020-06-07;14
37;78;2020-10-21;9
99;24;2020-08-23;19
85;13;2020-05-29;17
64;93;2020-02-10;16
78;32;2020-03-18;13
92;29;2020-10-23;18
63;26;2020-11-06;9
75;27;2020-11-07;14
16;40;2020-01-02;17
56;78;2020-07-06;18
30;35;2020-08-08;10
83;33;2021-01-14;1
74;97;2020-12-24;17
59;62;2020-04-17;14
25;46;2020-04-15;18
36;37;2020-07-19;12
28;57;2020-07-16;18
77;53;2020-11-28;17
55;47;2020-01-24;9
45;91;2020-08-23;5
90;44;2020-10-15;3
72;86;2020-04-06;9
31;20;2020-04-02;2
75;31;2020-05-12;13
31;25;2020-03-22;15
74;46;2020-08-22;12
29;51;2021-01-18;0
32;74;2020-12-24;19
42;27;2020-12-02;6
88;13;2020-11-22;7
56;40;2020-06-22;1
31;45;2020-04-19;18
32;20;2020-01-07;10
19;19;2020-08-27;6
18;29;2020-11-27;17
70;27;2020-12-22;18
90;62;2020-03-28;7
50;84;2020-06-05;2
14;29;2020-08-28;5
34;17;2020-06-24;15
69;31;2021-01-18;11
10;42;2020-03-31;19
22;62;2020-02-07;6
18;61;2020-08-05;8
72;27;2020-09-26;12
59;82;2020-03-13;4
88;45;2020-06-23;1
24;79;2020-06-08;0
57;16;2020-02-19;10
36;23;2020-02-01;10
19;30;2020-08-20;8
98;73;2020-09-13;15
16;62;2020-10-31;5
74;72;2020-02-15;11
79;55;2020-09-05;1
58;81;2020-11-11;6
93;51;2020-03-28;17
85;85;2020-07-19;1
78;41;2020-12-18;17
40;56;2020-01-10;2
42;44;2020-09-12;14
48;94;2020-01-29;9
18;75;2020-04-23;15
57;18;2020-08-14;14
12;32;2020-06-15;9
45;54;2020-01-05;15
66;84;2020-03-25;0
79;28;2020-08-20;3
26;55;2020-02-26;10
28;20;2020-05-29;19
89;41;2020-05-16;4
57;20;2020-12-24;4
66;43;2020-02-04;12
55;13;2020-01-19;18
79;35;2020-10-03;8
41;40;2020-01-15;4
14;96;2020-01-19;2
42;84;2020-02-11;14
39;98;2020-11-23;3
98;38;2020-07-12;11
23;11;2020-06-02;7
76;96;2020-05-31;11
24;22;2020-03-13;10
95;17;2020-08-04;19
93;11;2020-01-26;16
82;42;2020-04-28;15
25;67;2021-01-10;12
35;86;2020-11-07;9
83;18;2020-12-05;15
69;73;2020-09-19;12
30;61;2020-07-19;14
67;41;2020-10-23;4
18;76;2020-05-09;15
68;88;2020-10-08;19
80;88;2020-07-01;17
55;32;2020-07-09;11
36;66;2020-10-19;14
18;96;2020-02-25;2
17;95;2020-12-24;14
16;70;2020-01-03;18
51;42;2020-09-29;17
65;31;2020-03-01;10
65;75;2021-01-10;6
52;34;2020-06-12;1
78;12;2020-02-17;2
72;38;2021-01-19;3
34;71;2020-10-23;6
73;12;2020-12-10;15
75;18;2020-06-25;0
26;44;2020-05-27;7
16;67;2020-12-28;8
23;14;2020-05-29;14
43;78;2020-05-01;1
99;60;2020-12-10;5
38;83;2021-01-07;6
43;19;2020-11-17;4
67;87;2020-06-03;2
81;67;2021-01-03;14
40;45;2020-05-11;13
13;15;2020-11-01;5
92;15;2020-05-08;2
33;42;2020-09-06;3
71;93;2020-09-23;18
99;34;2020-01-12;8
19;31;2020-07-02;19
80;94;2020-11-17;13
54;95;2020-04-26;9
18;96;2020-04-09;3
49;21;2020-07-18;18
27;32;2020-06-01;4
69;36;2020-10-14;4
94;85;2020-12-11;15
44;51;2020-06-25;7
32;86;2021-01-16;19
28;92;2021-01-02;6
52;69;2021-01-19;7
94;69;2020-09-09;17
47;64;2020-10-13;10
30;81;2020-08-14;13
48;55;2020-08-29;14
12;24;2020-11-12;12
60;67;2020-03-11;11
95;43;2020-04-18;9
97;69;2020-07-09;10
72;23;2020-09-18;12
14;42;2020-02-21;15
82;36;2020-08-15;14
62;31;2020-03-30;11
44;84;2020-03-25;9
15;30;2020-01-31;15
46;17;2020-03-25;5
80;95;2020-06-17;1
51;32;2020-07-14;15
13;83;2020-09-02;14
14;91;2020-02-01;7
21;46;2020-07-27;1
21;59;2020-08-31;5
65;73;2020-09-21;2
15;71;2020-11-25;13
45;44;2020-01-29;8
90;49;2020-01-04;6
60;67;2020-01-22;4
54;79;2020-11-06;15
23;35;2020-08-03;1
38;31;2020-05-19;12
46;89;2020-12-04;5
70;49;2020-01-03;7
51;79;2020-10-25;10
84;61;2020-08-21;7
13;11;2020-09-02;6
90;83;2020-04-23;11
48;71;2020-12-09;11
29;75;2020-04-20;11
38;29;2020-06-20;5
63;93;2020-01-11;18
13;11;2020-03-22;15
62;29;2020-07-27;18
51;91;2020-02-20;17
11;53;2020-01-29;3
37;75;2020-12-07;15
88;23;2020-06-12;1
84;80;2020-08-11;8
63;33;2020-07-02;19
74;34;2020-07-31;19
57;97;2020-05-05;2
62;10;2020-11-22;10
20;22;2020-06-18;16
42;27;2020-05-19;16
29;38;2020-06-21;9
61;95;2020-02-10;13
91;76;2020-04-06;17
16;66;2020-04-08;0
28;69;2020-06-29;9
99;75;2020-04-16;2
14;96;2020-09-21;4
24;68;2020-05-28;19
54;45;2020-12-19;4
89;83;2020-07-29;13
31;21;2020-08-13;2
53;49;2021-01-11;7
39;46;2020-02-25;4
55;38;2020-09-04;19
31;76;2021-01-19;4
22;32;2021-01-17;4
51;67;2020-04-02;9
12;24;2020-06-21;7
72;50;2020-10-27;8
98;99;2020-06-07;14
65;90;2020-07-21;11
34;51;2020-12-25;12
42;48;2020-09-03;11
10;91;2020-03-19;15
61;72;2020-05-05;10
17;92;2020-10-24;5
68;80;2020-07-13;7
99;91;2020-03-30;16
93;52;2020-07-13;17
60;99;2020-11-23;7
55;46;2020-10-11;4
79;27;2020-10-07;12
24;56;2020-04-30;5
68;13;2020-09-08;11
56;84;2020-12-08;3
51;14;2020-04-06;9
87;69;2021-01-17;14
45;90;2020-10-10;5
11;77;2020-02-17;9
18;82;2020-08-09;7
78;93;2020-04-10;3
97;25;2020-12-24;3
19;57;2020-12-20;10
32;26;2020-05-13;11
15;78;2020-07-10;7
57;59;2020-01-01;6
63;81;2020-07-31;16
88;36;2020-05-28;18
12;66;2020-02-23;0
51;96;2020-08-26;1
38;14;2020-08-11;6
74;32;2020-02-01;3
67;69;2020-07-27;14
19;54;2021-01-07;10
97;85;2020-09-21;13
40;50;2020-05-22;18
63;72;2020-06-08;8
22;90;2020-01-03;10
65;69;2020-06-25;9
30;70;2020-11-28;8
70;83;2020-07-22;12
29;30;2020-06-21;4
59;58;2020-12-25;12
91;58;2020-03-11;19
37;60;2020-05-07;17
84;26;2020-06-06;9
22;45;2020-04-15;4
64;54;2020-11-21;12
85;85;2020-12-04;19
27;87;2020-01-04;16
18;59;2021-01-09;1
77;22;2020-10-02;0
45;91;2020-03-10;12
92;33;2020-05-04;1
83;60;2020-04-25;16
11;82;2020-09-13;12
51;19;2020-04-30;12
80;45;2021-01-01;1
81;74;2020-02-01;15
20;95;2020-03-05;17
74;60;2020-11-08;9
47;66;2020-05-26;13
12;28;2020-01-21;15
68;12;2020-11-24;9
97;61;2020-07-08;8
45;12;2020-03-16;1
50;11;2021-01-17;11
44;67;2020-03-23;1
57;40;2020-01-26;12
89;71;2020-06-12;15
80;49;2021-01-15;0
53;62;2020-12-30;10
37;94;2021-01-10;10
55;17;2020-01-10;4
24;96;2020-04-27;2
59;39;2020-08-03;4
49;44;2020-12-22;13
49;30;2020-02-01;9
10;76;2020-06-12;8
91;49;2020-05-15;19
16;60;2020-03-20;19
69;65;2020-03-26;17
96;72;2020-04-05;12
55;14;2020-05-22;13
60;93;2021-01-05;12
69;61;2020-01-22;16
93;29;2020-12-05;0
46;13;2020-09-01;12
40;21;2020-10-06;16
35;54;2020-06-07;6
56;72;2020-06-15;17
35;76;2020-06-10;10
32;46;2020-10-06;2
73;95;2020-07-17;14
79;34;2020-01-19;1
61;36;2020-12-01;0
91;55;2020-06-20;10
52;59;2020-12-22;13
41;38;2020-09-29;3
67;41;2020-11-26;4
48;45;2020-05-23;8
89;22;2020-04-16;7
80;86;2020-08-23;9
74;78;2020-12-27;12
22;14;2020-11-26;6
13;48;2020-12-13;19
69;45;2020-05-17;5
98;67;2020-12-21;15
79;11;2021-01-16;18
43;51;2020-08-16;8
37;83;2020-07-24;4
94;39;2020-08-12;17
91;57;2020-06-15;16
56;70;2020-12-31;3
60;50;2020-01-03;8
69;12;2020-07-06;6
21;72;2020-05-12;16
11;12;2020-09-20;14
56;95;2020-05-28;14
31;93;2020-02-19;19
70;94;2020-05-04;3
52;80;2020-03-03;4
36;56;2020-07-19;13
31;65;2020-02-18;19
36;71;2020-10-19;0
78;65;2020-10-05;2
67;52;2020-10-11;16
19;68;2020-10-24;18
92;32;2020-04-10;18
53;83;2020-11-17;11
87;96;2020-12-30;7
78;36;2020-09-07;18
39;26;2020-12-17;16
92;26;2020-05-22;17
46;73;2020-05-21;2
77;12;2020-02-23;12
65;90;2020-03-01;14
99;18;2020-11-20;9
75;92;2020-03-01;6
67;66;2020-01-30;14
11;41;2020-11-05;19
39;51;2020-03-16;10
72;95;2020-09-21;18
26;31;2020-02-12;9
28;57;2020-05-31;8
67;68;2020-10-30;3
74;79;2020-05-20;18
56;16;2020-09-08;18
33;14;2020-03-05;7
50;58;2020-09-23;4
78;43;2020-12-14;5
76;76;2020-06-21;16
78;61;2020-02-10;6
10;60;2020-10-05;2
75;89;2020-09-14;6
36;41;2020-11-05;8
27;95;2020-08-24;2
56;97;2020-03-16;2
67;39;2020-01-25;10
13;41;2020-08-08;19
23;29;2020-01-06;9
22;98;2020-04-17;1
64;47;2020-08-19;18
55;17;2020-01-22;18
81;81;2020-10-04;8
62;62;2020-06-25;12
79;66;2020-06-09;16
46;32;2020-03-28;4
77;61;2020-01-25;19
32;90;2020-10-07;17
58;96;2020-04-18;4
95;13;2020-07-05;0
93;99;2020-12-08;12
21;16;2020-04-04;9
13;52;2020-07-13;2
74;90;2020-10-06;1
52;28;2020-08-06;7
27;79;2020-07-20;15
39;58;2020-09-30;18
17;76;2020-04-14;5
36;29;2020-02-29;14
60;96;2020-07-30;3
75;29;2020-12-15;6
65;92;2020-08-09;16
16;43;2020-11-16;1
37;87;2020-12-17;12
29;95;2021-01-14;11
92;51;2020-11-10;2
38;67;2020-10-06;7
32;94;2020-04-21;3
75;21;2020-09-03;14
20;27;2020-11-04;9
45;32;2020-04-21;15
13;32;2020-04-21;17
43;75;2020-03-07;4
23;70;2020-05-07;7
60;39;2020-05-08;4
76;60;2020-03-25;16
71;66;2020-05-29;3
37;10;2020-07-12;5
17;86;2021-01-18;13
66;69;2020-03-20;17
45;32;2020-02-07;4
13;91;2020-11-16;12
21;92;2020-03-05;17
26;36;2020-10-15;1
52;83;2020-01-12;15
38;45;2020-12-28;4
67;79;2020-03-26;12
43;58;2020-08-30;11
54;17;2020-04-21;4
37;56;2020-11-18;11
13;82;2020-03-30;5
48;63;2020-01-13;13
69;46;2020-10-30;16
18;61;2020-08-26;11
72;75;2020-08-29;14
41;80;2020-03-26;13
76;68;2020-04-14;5
13;51;2020-01-02;8
82;67;2020-11-17;6
31;65;2020-05-12;1
79;52;2020-05-28;18
97;88;2020-11-26;12
11;96;2020-02-25;15
60;65;2020-12-06;8
16;13;2020-03-03;14
45;12;2020-09-28;17
75;19;2020-04-16;2
26;23;2020-02-03;9
55;92;2020-04-11;16
73;82;2020-05-03;12
89;37;2020-01-13;8
25;33;2020-03-04;15
13;98;2020-01-14;1
21;24;2020-01-06;5
90;21;2021-01-12;2
26;34;2020-02-27;11
16;29;2021-01-16;8
99;58;2020-10-27;1
98;58;2020-11-05;3
58;27;2020-05-03;13
23;66;2020-11-02;7
45;59;2020-01-17;11
10;47;2020-10-17;13
37;23;2020-11-10;0
48;13;2021-01-04;9
43;31;2020-09-08;10
56;82;2020-10-23;11
63;27;2020-11-22;12
77;74;2020-07-03;8
52;89;2020-12-30;18
29;58;2020-01-20;9
39;36;2021-01-05;8
49;59;2021-01-10;9
99;91;2020-01-31;3
24;46;2020-02-15;13
67;69;2020-04-21;18
80;41;2020-11-13;6
55;14;2021-01-11;14
98;21;2020-03-05;14
24;52;2020-05-08;19
54;79;2020-11-15;2
91;72;2020-03-30;12
34;13;2020-05-20;8
56;44;2020-02-23;11
36;32;2020-06-20;5
66;96;2020-03-27;14
50;70;2020-01-21;11
95;29;2020-08-28;15
78;21;2020-07-05;2
23;35;2020-06-27;16
30;75;2020-12-07;7
94;99;2020-06-18;5
34;19;2020-07-28;2
29;72;2020-04-29;10
45;12;2020-10-03;13
19;60;2020-10-02;4
24;53;2020-02-20;6
30;44;2020-03-01;19
94;70;2020-05-28;5
44;48;2020-04-05;9
44;71;2021-01-05;15
86;36;2020-03-14;11
12;84;2020-12-16;13
22;95;2020-01-15;2
75;59;2020-11-30;0
25;22;2020-09-16;10
18;10;2020-10-10;9
35;31;2020-08-14;16
85;59;2020-10-17;15
42;26;2020-11-28;5
86;99;2020-12-09;5
74;82;2020-10-31;4
27;13;2020-02-12;12
80;21;2021-01-07;16
47;59;2020-03-09;5
83;56;2020-06-04;3
58;86;2021-01-16;2
97;35;2020-07-07;19
26;47;2020-06-16;10
98;35;2020-03-17;1
47;68;2020-10-19;15
35;80;2020-07-15;4
42;32;2020-12-09;18
89;42;2020-06-09;3
59;27;2021-01-01;8
89;31;2020-06-02;3
78;33;2020-07-20;9
34;66;2020-07-07;8
90;79;2021-01-01;0
24;85;2020-07-10;7
61;17;2020-07-24;17
76;82;2020-08-25;12
38;50;2020-07-18;16
87;33;2020-09-01;4
83;20;2020-08-02;0
78;33;2020-09-01;4
17;36;2020-12-16;19
63;33;2020-09-05;9
28;53;2020-07-26;17
75;16;2020-07-08;12
48;81;2020-12-02;0
76;77;2020-12-14;5
46;98;2020-06-06;4
81;87;2020-10-19;8
65;55;2020-09-26;7
85;15;2020-07-24;19
90;52;2020-11-07;9
18;11;2021-01-01;10
77;88;2020-11-26;11
51;42;2020-06-10;19
64;97;2020-09-24;15
63;74;2020-02-03;17
21;59;2020-11-16;0
58;78;2020-01-17;7
88;74;2020-11-24;7
73;44;2020-06-18;2
41;80;2020-07-09;17
51;13;2020-06-06;15
81;23;2021-01-19;8
80;15;2020-01-25;9
28;79;2020-09-16;12
84;94;2020-07-13;5
30;16;2020-02-04;13
61;98;2020-07-03;15
57;32;2020-08-26;14
54;37;2020-08-31;4
35;82;2020-09-19;12
25;49;2020-03-01;7
85;58;2020-02-14;7
49;49;2020-05-22;1
42;67;2020-03-06;19
61;25;2020-08-13;9
36;74;2020-08-07;12
66;56;2020-12-19;8
92;59;2020-02-23;18
78;66;2020-11-22;9
70;25;2020-04-12;1
51;65;2020-09-16;3
50;32;2020-10-20;1
94;12;2020-09-17;13
13;96;2020-12-24;1
52;88;2020-06-29;17
10;32;2020-03-11;10
60;61;2020-07-20;1
23;64;2020-02-01;13
78;34;2020-06-09;19
74;67;2020-02-03;0
36;25;2020-03-15;17
32;13;2020-04-27;12
10;70;2020-08-23;11
65;90;2020-12-04;8
76;59;2020-07-14;7
37;65;2020-09-21;12
81;22;2020-06-05;3
89;94;2020-10-21;4
60;24;2020-08-19;5
41;14;2020-06-29;1
17;30;2020-11-04;9
64;84;2020-12-21;2
61;12;2020-10-02;14
94;80;2021-01-13;0
51;42;2020-09-08;6
21;91;2020-07-02;1
21;83;2020-08-08;5
53;67;2020-03-23;9
89;96;2020-10-27;11
65;89;2020-09-03;7
52;11;2020-11-03;10
46;31;2020-10-12;3
55;19;2020-04-25;12
83;93;2020-09-11;2
89;58;2020-05-11;7
99;87;2020-08-20;1
85;70;2021-01-11;3
66;74;2021-01-08;15
57;83;2020-07-24;0
21;37;2020-09-24;7
66;36;2020-11-16;8
29;78;2020-04-20;17
91;15;2020-10-03;16
15;34;2020-06-10;13
56;39;2020-06-15;10
35;20;2020-07-28;15
80;90;2020-11-19;8
50;46;2020-06-05;12
30;80;2020-08-08;18
63;12;2020-09-11;15
16;82;2020-09-30;0
83;84;2020-02-05;2
72;69;2020-11-07;0
36;64;2020-11-08;15
75;17;2020-05-24;16
58;65;2020-03-03;16
36;45;2020-04-12;4
32;56;2020-12-23;2
34;49;2020-09-30;9
89;57;2020-04-01;12
51;51;2020-06-01;0
47;34;2020-06-28;5
82;90;2020-01-25;7
96;46;2020-05-27;12
47;83;2020-07-25;6
62;75;2020-08-20;7
91;20;2020-03-24;14
55;68;2020-02-15;2
78;14;2020-03-07;9
59;58;2020-01-07;17
23;87;2020-08-09;12
38;60;2020-03-26;7
88;18;2021-01-13;15
81;22;2020-09-11;3
26;52;2020-09-26;0
56;81;2020-10-16;12
15;55;2020-06-03;13
24;49;2020-04-21;5
31;40;2020-04-23;9
54;62;2020-12-01;10
49;97;2020-08-04;2
84;50;2020-11-25;13
18;58;2020-12-24;10
55;13;2020-11-20;13
67;62;2020-01-07;14
26;76;2020-02-21;11
74;22;2020-09-27;0
84;35;2020-08-15;17
20;20;2020-11-26;3
61;48;2020-07-17;14
43;69;2020-05-12;17
63;72;2020-03-10;15
43;22;2020-04-06;6
52;71;2020-09-09;12
13;33;2020-10-09;19
21;83;2020-08-11;4
15;65;2020-03-13;6
86;95;2020-11-15;0
87;83;2020-02-29;3
56;74;2020-10-13;5
51;51;2020-05-23;11
23;81;2020-01-08;12
36;84;2020-08-14;5
61;19;2020-01-14;13
24;40;2020-02-07;18
75;31;2020-03-13;15
56;63;2020-08-07;7
81;48;2020-06-14;10
50;35;2020-10-27;18
87;76;2020-06-12;19
16;92;2020-06-29;2
21;44;2020-01-19;13
37;46;2020-08-03;4
88;72;2020-04-18;12
10;61;2020-04-16;4
85;86;2020-09-02;6
11;93;2020-09-01;9
83;53;2020-09-29;8
28;56;2020-12-16;10
35;88;2020-07-20;17
23;65;2020-02-13;12
50;89;2020-07-29;7
13;60;2020-04-04;14
30;25;2020-05-12;14
86;88;2020-08-14;11
22;57;2020-07-03;19
37;99;2020-05-09;13
76;18;2020-09-06;10
96;96;2020-12-23;0
73;25;2020-07-19;19
98;99;2020-03-31;9
16;63;2020-02-05;0
47;50;2020-11-07;3
25;57;2020-08-01;15
67;26;2020-03-30;19
29;73;2020-04-22;7
82;93;2020-02-24;10
34;49;2020-07-26;18
57;99;2020-04-12;9
22;49;2020-12-02;3
47;97;2020-03-05;5
76;64;2020-11-16;16
91;40;2020-11-04;4
56;84;2020-09-04;8
82;87;2020-11-05;17
15;25;2020-12-28;17
42;82;2020-04-23;8
15;18;2020-03-30;18
74;37;2020-10-21;12
46;88;2020-09-05;17
83;30;2020-04-14;2
72;25;2020-09-22;17
52;89;2020-11-11;13
50;81;2020-04-28;14
67;84;2020-03-26;9
62;79;2020-03-14;2
79;79;2020-07-17;17
48;82;2020-01-13;15
66;75;2020-03-19;2
73;20;2020-11-03;6
59;49;2020-07-13;18
25;74;2020-11-26;4
56;56;2021-01-07;11
25;78;2020-04-29;0
10;74;2020-07-11;8
59;10;2020-06-23;3
30;52;2020-11-30;11
73;37;2021-01-19;16
25;51;2020-05-19;11
21;89;2020-05-05;15
17;37;2020-05-30;0
32;31;2020-08-28;17
57;51;2020-10-25;14
94;31;2021-01-16;11
16;10;2020-09-30;15
72;28;2020-12-28;10
79;45;2020-10-22;13
27;77;2020-10-07;18
61;64;2021-01-05;1
35;30;2020-08-19;15
80;79;2020-04-28;1
58;88;2020-05-12;14
17;69;2020-02-23;16
39;59;2020-06-04;19
87;95;2020-08-19;9
78;32;2020-09-04;3
75;48;2020-06-15;6
23;57;2020-07-05;14
22;75;2020-11-30;1
19;55;2020-03-30;12
32;24;2020-08-25;0
52;67;2021-01-03;3
71;71;2020-09-15;16
66;13;2020-11-01;9
45;58;2020-10-20;11
74;72;2020-01-04;14
38;41;2020-09-05;14
16;44;2020-11-11;1
51;15;2020-05-20;16
31;71;2020-01-29;19
66;87;2020-05-23;5
24;60;2020-01-30;0
59;83;2020-12-18;1
98;38;2020-07-11;11
68;44;2020-05-10;12
90;60;2020-08-30;19
75;22;2021-01-17;11
75;45;2020-10-17;14
87;17;2021-01-13;17
16;36;2020-03-15;12
23;43;2020-02-13;5
58;82;2020-03-19;17
65;33;2020-12-16;10
33;21;2020-10-24;9
44;60;2020-07-05;1
74;51;2020-12-14;9
35;64;2020-02-24;5
43;38;2020-08-27;2
32;40;2020-10-07;0
76;64;2020-03-28;9
87;11;2020-02-07;11
53;10;2020-06-21;1
94;95;2020-02-17;15
16;85;2020-02-27;19
93;42;2020-06-14;9
40;12;2020-10-01;5
69;55;2020-06-30;11
99;24;2020-07-23;1
11;93;2020-08-16;16
42;24;2020-01-25;17
90;35;2020-11-19;2
23;73;2020-02-27;16
82;63;2020-12-29;15
45;83;2020-04-30;2
92;44;2020-07-04;9
71;13;2020-01-04;12
73;77;2020-01-25;9
18;19;2020-08-13;0
14;59;2020-08-18;16
22;32;2020-12-17;15
80;23;2020-09-15;15
13;31;2020-04-06;5
92;94;2020-06-29;17
45;23;2020-05-23;15
89;22;2020-02-21;8
35;32;2020-05-12;1
29;83;2020-08-19;3
17;97;2020-08-12;1
35;39;2020-05-13;1
27;15;2020-11-04;4
30;63;2020-04-22;16
85;16;2020-07-02;17
56;90;2020-12-22;4
94;70;2020-11-26;6
95;75;2020-07-09;9
65;17;2020-08-21;11
96;33;2020-06-25;4
47;56;2020-12-31;7
71;91;2020-12-31;13
85;34;2020-01-22;6
43;16;2020-05-24;8
17;26;2020-04-19;13
90;31;2020-06-28;4
17;43;2020-10-22;15
48;30;2020-03-18;16
91;29;2020-02-19;5
92;32;2020-12-11;18
92;55;2021-01-18;10
43;13;2020-03-23;6
22;30;2020-08-14;18
26;52;2020-08-15;11
67;11;2020-09-06;3
70;82;2020-12-31;4
11;48;2021-01-14;14
74;97;2020-06-12;17
50;80;2020-06-30;11
36;47;2020-12-07;3
15;22;2020-05-20;16
62;90;2020-08-27;4
15;87;2020-05-16;8
29;88;2020-12-22;1
54;51;2020-10-05;16
67;45;2020-01-08;6
35;29;2020-11-13;0
62;97;2020-08-22;11
27;51;2020-09-22;14
68;62;2020-11-27;14
86;93;2020-10-12;7
15;68;2020-12-20;13
84;31;2020-09-01;15
78;82;2020-02-28;2
92;95;2020-04-08;6
44;60;2020-02-02;5
23;34;2020-02-18;12
19;48;2020-04-11;15
30;15;2020-01-14;18
53;35;2020-03-13;13
24;63;2020-02-23;12
80;43;2020-08-10;6
62;85;2021-01-14;14
55;39;2020-04-20;18
16;26;2020-01-28;19
19;35;2020-03-01;19
91;24;2020-09-19;12
78;24;2020-03-19;13
75;59;2020-04-27;13
75;94;2020-08-01;9
61;12;2020-03-01;14
90;30;2020-04-11;17
71;79;2020-06-25;11
77;22;2020-08-25;3
82;95;2020-10-28;12
60;96;2020-05-24;11
83;43;2020-02-29;15
56;50;2020-06-12;4
29;65;2020-03-07;17
18;64;2020-02-23;11
65;20;2020-01-23;3
72;53;2020-09-18;4
12;37;2020-12-29;18
89;83;2020-05-12;9
77;10;2020-11-26;0
47;86;2020-08-16;16
60;34;2020-05-19;9
43;39;2020-12-05;9
29;41;2020-09-16;13
58;96;2020-10-19;12
51;66;2020-10-16;9
51;22;2020-12-27;5
95;30;2021-01-09;8
62;92;2020-01-17;17
65;54;2020-02-04;14
93;44;2020-06-02;7
71;11;2020-12-08;17
28;45;2020-10-02;17
79;87;2020-06-12;1
84;20;2020-02-24;19
24;59;2020-02-08;18
86;31;2020-10-10;19
35;13;2020-11-13;3
36;18;2020-08-22;10
73;53;2020-05-11;8
35;12;2020-09-17;3
43;33;2020-08-23;18
67;91;2020-01-28;15
17;20;2020-03-21;9
71;70;2020-12-26;16
72;12;2020-07-30;2
12;46;2020-06-14;1
70;77;2020-08-08;14
47;38;2020-05-30;7
51;93;2020-03-27;18
83;19;2020-10-20;10
92;23;2020-06-21;14
64;31;2020-11-22;18
89;93;2020-10-27;13
95;82;2020-06-09;9
89;95;2020-04-26;3
71;10;2020-04-27;10
93;66;2020-04-13;6
32;97;2020-01-04;7
10;27;2020-08-10;5
20;64;2020-03-25;6
66;94;2020-09-04;12
27;86;2020-06-12;12
21;31;2020-04-03;19
44;23;2020-08-14;19
64;13;2020-09-21;5
92;78;2020-05-17;12
30;45;2020-01-30;11
91;70;2020-07-09;4
10;70;2020-04-12;1
16;48;2021-01-03;12
49;74;2020-02-07;10
98;82;2020-10-31;12
74;87;2020-03-26;19
48;86;2020-04-04;19
93;20;2020-04-27;1
25;67;2020-09-21;17
54;62;2020-06-15;19
91;76;2020-07-08;9
63;79;2020-01-17;16
95;27;2020-03-11;4
24;19;2020-04-14;11
48;84;2020-05-23;0
49;59;2020-07-10;10
59;58;2020-12-31;2
65;12;2020-11-07;11
65;77;2020-04-24;19
37;96;2020-08-25;3
18;51;2020-07-28;14
60;68;2020-01-18;3
69;89;2020-10-08;11
21;81;2020-03-25;13
67;22;2020-02-15;12
23;58;2020-01-30;5
14;90;2020-09-24;16
28;77;2020-11-06;6
57;23;2020-11-15;15
35;78;2020-06-17;0
74;85;2020-04-04;12
99;81;2020-02-01;0
79;85;2020-06-22;18
65;66;2020-04-27;19
40;92;2020-05-09;19
96;48;2020-12-06;15
95;29;2020-04-04;19
29;10;2020-10-03;1
66;15;2020-04-24;7
44;98;2020-07-31;18
53;21;2020-11-21;9
16;33;2020-10-25;2
71;77;2020-07-28;6
69;39;2020-02-11;5
97;64;2020-11-12;14
23;88;2020-08-30;8
96;84;2020-02-13;15
69;13;2020-10-04;1
63;35;2020-08-01;11
82;62;2020-11-11;3
60;47;2020-06-09;12
38;51;2020-07-24;19
85;76;2020-05-08;17
18;98;2020-10-11;14
10;47;2020-04-18;16
52;21;2020-12-27;8
28;41;2020-06-23;17
27;60;2020-07-06;2
14;42;2020-02-08;4
29;27;2020-11-26;15
93;17;2020-09-18;12
75;67;2020-05-02;2
75;99;2020-08-31;2
91;57;2020-01-28;4
41;64;2020-05-07;3
74;61;2020-10-08;8
65;93;2020-06-19;6
25;60;2020-07-08;9
61;65;2021-01-08;0
76;27;2020-10-15;7
86;59;2020-06-19;3
90;27;2020-03-10;7
85;98;2020-11-30;13
55;26;2020-12-16;9
40;26;2020-06-17;14
45;69;2020-07-25;3
53;51;2020-05-07;0
40;41;2020-11-05;14
38;10;2020-04-07;6
62;59;2020-06-01;17
23;66;2020-05-31;8
20;43;2020-09-30;2
33;88;2020-06-19;14
70;87;2020-02-18;3
89;90;2020-12-11;5
72;30;2020-01-31;1
25;18;2020-01-18;9
21;67;2020-07-20;19
28;57;2020-11-30;5
19;72;2020-04-26;19
86;47;2020-03-08;12
60;82;2020-08-24;3
41;59;2020-03-06;13
79;69;2020-06-23;2
41;88;2020-08-09;3
57;17;2020-01-19;16
97;93;2020-09-14;10
70;90;2020-11-29;3
71;98;2020-01-27;14
26;46;2020-05-15;8
